,n_rows,acc_gold,std_gold,acc_heuristic,std_heuristic,acc_freedman,std_freedman
143,5900,0.8610169491525423,0.005056418267856355,0.8096610169491525,0.011044294615352475,0.858135593220339,0.004341101177920586
144,6000,0.8613333333333333,0.009061518146045453,0.8146666666666667,0.017690235850447107,0.8584999999999999,0.009448691855372233
145,6100,0.861311475409836,0.005063424659501786,0.8068852459016395,0.019435738144628102,0.8586885245901639,0.006771107025594576
146,6200,0.8616129032258064,0.009522960915564824,0.8053225806451613,0.014822922878565204,0.8587096774193549,0.006519800945615404
147,6300,0.8623809523809524,0.008931304696276319,0.8126984126984127,0.020512457116381083,0.8593650793650793,0.008998754147973579
148,6400,0.8603124999999998,0.005812836011793228,0.80984375,0.01324535590782672,0.85859375,0.006031330958005866
149,6500,0.8615384615384615,0.009886934777267476,0.8089230769230769,0.021131316674043263,0.8586153846153847,0.008333293885508209
150,6600,0.861060606060606,0.007539306245227112,0.8024242424242425,0.009133737498849421,0.858030303030303,0.0073073670010833135
151,6700,0.858955223880597,0.006279308647153021,0.8149253731343282,0.006314685313822733,0.8580597014925372,0.004561405011921221
152,6800,0.8617647058823529,0.005157552328455972,0.8057352941176472,0.01364084544153557,0.8585294117647058,0.005273653257953298
153,6900,0.8602898550724639,0.0017985034269552055,0.8104347826086957,0.01586675244743904,0.8582608695652174,0.004313877120619485
154,7000,0.8607142857142858,0.004164965639175207,0.8137142857142857,0.01725794700113188,0.8592857142857143,0.0037796447300922796
155,7100,0.862112676056338,0.007576888820457886,0.8178873239436621,0.01522560617890713,0.8592957746478873,0.005745374099822848
156,7200,0.8609722222222222,0.004859126579037783,0.8087500000000001,0.00558326423395603,0.8591666666666666,0.0056142730365021775
157,7300,0.8593150684931506,0.009750114876314645,0.8219178082191781,0.022588206203367107,0.8579452054794521,0.012971091028784439
158,7400,0.8601351351351351,0.00619266985804841,0.8172972972972973,0.016630957606616505,0.8579729729729729,0.007244554137124451
159,7500,0.8600000000000001,0.0028596814119369474,0.8106666666666668,0.02235869207067154,0.8581333333333333,0.004759084879353282
160,7600,0.8593421052631578,0.005447431985390637,0.8131578947368421,0.017687460540954197,0.8578947368421053,0.005180268338165672
161,7700,0.8587012987012986,0.00479992691235748,0.8075324675324674,0.019212880089735478,0.8577922077922079,0.004423217237902989
162,7800,0.8605128205128205,0.002646124030839819,0.8024358974358975,0.013436484622127069,0.8583333333333334,0.003006676769117615
163,7900,0.8613924050632912,0.005110539047642113,0.8134177215189874,0.02414836903326667,0.8584810126582278,0.005182149238090806
164,8000,0.860375,0.011392157390064443,0.8158749999999999,0.017547257620494416,0.8585,0.0140122714075913
